"","movie","point","review"
"391","반도","1","너무 실망햇어요 기대햇는디 "
"392","강철비2: 정상회담","8","미국 일본 중국 러시아 의한 남한과 북한의 처해진 상황을 알고있는 분들은 재미있게 볼수있는 영화다. "
"393","다만 악에서 구하소서","10","진짜 시간 순삭~재미있어요 "
"394","다만 악에서 구하소서","8","똥철네 반도보다는 훨씬 재밌네 "
"395","다만 악에서 구하소서","8","... 원스어폰어타임 인 타일랜드 보는 느낌. "
"396","킬 유어 달링","4",""
"397","강철비2: 정상회담","10","나름 잘 만듬..정말 시원스러운 영화다.. "
"398","다만 악에서 구하소서","10","기대보다존잼입니다  황정민 이정재 박정민ㅋㅋ 연기진짜최고에요 특히 이정재황정민 다시만난작품 진짜감동이에요 담작품에서도 또만나쓰면ㅜㅜ!! "
"399","다만 악에서 구하소서","10","진짜 배우들 연기 미쳤어요! 이거 진짜 명작 "
"400","나의 특별한 형제","10","영화 간단하게 보기 좋음 "
"401","다만 악에서 구하소서","10","이정재의 포스는 아무도  감당못해 "
"402","다만 악에서 구하소서","10","다들 연기도 너무 잘하시고 보는내내 긴장하면서 봤음 근데 박정민 보는 맛으로 본다 해도 과언이 아님... ㅋㅋ "
"403","다만 악에서 구하소서","10","꼭보세요 신세계 이후 괜찮은 영화가 나왔네여 "
"404","다만 악에서 구하소서","2","반도에 이어서 안봐도 될 영화네요..나름 믿고보는 배우들이었는데..어쩜 연기조차도 엉망인지..이정재의 목소리깐 어설픔과 박정민의 게이역은 재롱잔치수준- -; 개연성 제로의 서사까지..코로나 이후 한국영화의 질적인 저하가 심각한듯.. "
"405","다만 악에서 구하소서","6","개인적으로 주인공인 황정민에게 감정이입이 되지 않고 이정재에게 이입 됨. 그리고 9살짜리 아이가... 생존력은 높은데 왜 저항 한 번 안 하는지.. "
"406","다만 악에서 구하소서","10","좀처럼 집중못하고 몰입못하는 제가 2시간 순삭 당했습니다. "
"407","다만 악에서 구하소서","3","음.. 솔직히 스토리가 빈약하고 나오는 사람은 죄다 죽기만 했어요. 잔인한 걸 잘 못봐서 그런지 별로였습니다. 제가 원래 캐릭터의 서사를 중요시 여겨서 그런지... 배우들 믿고 봤는데... "
"408","반도","8","기대안하고 봤는데 재미있게 잘봤어요. 약간의 옥에 티라면 4년동안 방치된 차량이 방전되었을텐데 충격으로 경보알람이 울린것은 거슬렸어요. 그래도 재미있다고 추천할만합니다. "
"409","익스트랙션","8","액션은 진짜 쩔더라근데 스토리는 내가 짜도 이것보단 잘 짤듯 "
"410","강철비2: 정상회담","2","썩을 내용 후회합니다 보지마세요 "
"411","강철비2: 정상회담","2","북한에대한 미화가 오질라게 들어간 영화 "
"412","다만 악에서 구하소서","1","안기정이 재미있다 했는데 보다가 잠 "
"413","어쩌다 로맨스","2","너무 오글거리고 뻔한 전개 ㅜ 지루합니다 "
"414","업","10",""
"415","강철비2: 정상회담","1","정말 쪽팔리는 영화를 보았습니다.중간에 나올려다 ....대한민국 대통령을 인간적인 대통령으로 만들려다 바보로 만드는 것 같아 화가 났습니다.나라 어른의 권위도 없고 이웃나라에 대한 예의도 없고김정은만 부각시키는 북한 정권 홍보영화를 대한민국 국민이 돈주고 보다니 라는 생각이 들었습니다정말 화가 납니다. "
"416","다만 악에서 구하소서","7","네이버 평점도 영수증 들고 평점  올릴 수 있게 해야함. 9점은 아님 솔직히.. "
"417","불한당: 나쁜 놈들의 세상","10","이걸 이제야 보다니... 넘 꿀잼이네요 ㅋㅋ "
"418","다만 악에서 구하소서","10","여운이 많이 남는 영화였습니다.간만에 액션 몰입도 최고조였어요.최고!후회안해요. 꼭보세요! "
"419","강철비2: 정상회담","10","정말 재밌게 봤다 작금의 한반도 상황을 제대로 담은 잠수함 액션 캬~ 강추 "
"420","반도","8","너무  잘 보았습니다~~아이랑 봐서 폭력성은 조금 걱정 되었지만비교적 심하진 않았던것 같습니다 "
"421","다만 악에서 구하소서","10","이렇게 될지 알았자나. "
"422","다만 악에서 구하소서","7","재밌게보긴했는데 자동차 솔직히 너무방탄차 수준 아니냐? "
"423","윤희에게","10","추신. 나도 니 꿈을 꿔. "
"424","다만 악에서 구하소서","10","올해 내가 본 영화중에 이게 제일 재밌었음. 황정민 연기 너무 잘해서 감정이입 오졌음 "
"425","트루스 오어 데어","9","이영화 블룸하우스 제작이였네~ㅋㅋ 잼있긴한데~ 결말이 좀  별로임~ ㅋㅋㅋ "
"426","빅샤크: 매직체인지","10","너무재미있어요! 보고봐도 또 보고 싶내요. "
"427","다만 악에서 구하소서","5","시원시원한 액션을 기대했는데 피비린내랑 돈냄새만 난다 불쾌하다 "
"428","나이트 오브 컵스","10","""(초반부 나레이션) 한 때 영혼은 완벽하고 날개도 있어서 날개짓을 해 천국으로 날아오를 수 있었지. 헌데 날개를 잃고 땅에 떨어져 지상의 육신을 취했고, 이 육신 안에 살다보니 날개는 보이지도 않았어. 허나 날개의 뿌리는 여전히 있었고, 날개의 본질은 몸을 들어올리는데 있는 터. 우리가 아름다운 여인이나 남자를 볼 때 영혼은 천국에서 알던 날개의 눈부신 자태를 떠올려. 그러다 날개가 돋아나자 영혼은 날고 싶어하지만 어린 새처럼하염없이 하늘만을 바라보지.""----길잃은 인간은 방황하는 날개짓과 같이 술과 쾌락에 빠져 찬란했던 천국의 나날에 대한 기억들을 잊으려는듯 의지할 곳을 찾아 살아가게 되는 우리들의 인간상(크리스찬 베일), 여기서 바다와 진주가 말해주는 상징은 인간의 심연(깊은 내면) 속에 존재하는 진구(구원)의 열쇠를 상징하며, 현실의 꿈속에서 나를 방황케하는 모습들을 보여주지만, 세상의 고통 속에서도 끝내 인간의 본성은 잃어버렸던 날개의 기억을 되찾아, 나 자신으로서의 선택에 의해 꿈에서 깨어나 제스스로 삶에 다시금 발을 내딛는 모습으로 영화가 끝이 납니다. 인간의 욕망은 끝없이 피어오르고 그것의 대안만을 찾아다니며 채워지지도 않을 잔을 들고 나를 위안해줄 사람을 찾아 떠도는 것보다는, 지금 내가 바라보는 이 순간만을 이해하고 진정한 나로서 세상에 임하는 것만이 최선이다라는 이야기로. 허무하고 난해하기만한 영화이지만 카발라에 대한 감독의 생각들을 미학적으로 풀어내어 대중적이지 못하고, 관객과의 소통을 돕기 위한 어떠한 장치도 부족하지만, 언어로는 영상에 담아낼 수 없기에 타로카드와 같이 상징으로써 영상을 채워놓은 것이고, 객관적일 수 없는 이 이야기의 세계에 동참을 원하는 사람들에게는 침묵속에서 영상에 나타나는 여러 비유들을 매개로 하여, 내면세계로 동참할 수 있는 계기가 될 수도 있습니다. 그렇다고해서 영화 한 편을 바로 보기위하여 어떠한 학문을 공부하고, 이 영화를 다시 보려 시도한다는 것만큼 무지한 일도 없을 것입니다. "
"429","명량","5","그닥 감동적이지 못하고 CG도 자연스럽지 않고, 재밌지도 않았으므로 좋은영화로 보기 어렵네요 "
"430","다만 악에서 구하소서","3","모든 영화의 스토리가 신파에 집중되어 있음 특히 너무 의도적으로 황정민 죽이는게 참.... "
"431","다만 악에서 구하소서","1","점대 영화는 절대절대 아님. 액션은 그럭저럭 볼만하지만 스토리 뻔하고 유치함. 황정민 캐릭터 너무 진부하고 이정재 연기는 잘하지만 캐릭터와 대사들이 너무 오그라듬.. 그나마 볼만한건 박정민 트젠연기 하나..? "
"432","다만 악에서 구하소서","9","박정민 땜에 꼭 다시 보고 싶다 "
"433","욕망의 대지","9",""
"434","다만 악에서 구하소서","10","한국은 역시 스릴러지 재밌어요 "
"435","다만 악에서 구하소서","10","최고최고 개 꿀잼이였음 "
"436","다만 악에서 구하소서","10","박정민 배우 굉장합니다! 재미있게 잘 봤어요~ N차 관람까지 했습니다! 대박나세요~ "
"437","강철비2: 정상회담","6","오랜만의 영화관 나들이라 스토리와 상관없이 재밌게 봤습니다^^... "
"438","정도","10",""
"439","강철비2: 정상회담","10",""
"440","강철비2: 정상회담","6","강대국들 사이 서글픈 대한민국의 현실을 잘 그려내고자 애쓴거 같음. 초반엔 한반도 근대사가 좀 빨라서 따라가기 너무 버거웠음..재미는 뭐 중간중간.. 난 별 3.5 "
"441","다만 악에서 구하소서","10","옛날 아저씨 생각나네~  마지막은 아쉽지만...황정민,이정재 연기하나는 굿이다~  잘봤네요 "
"442","결백","10","스토리 신혜선 배종욱 신들린연기!엄지척 "
"443","강철비2: 정상회담","7","슬픈 나라를 잘 표현한것 같습니다 "
"444","나의 첫 번째 슈퍼스타","10","즐겁게 봤어요. 노래도 좋고 영상도 예뻐요.기분 좋게 볼 수 있는 영화예요. "
"445","반도","5","그냥 볼만은 할 정도네요 "
"446","에코","10","불의를 보면 못참는 성격, 그것 때문에 전과자라는 꼬리표를 달았지만 또다시 자기를 희생해서 남을 돕는.. 무모하지만 이기적인 현시대에선 멋있다. 사회약자에 대해 누군가는 관심을 가져야한다. 기대하지않은 오락영화에서 큰 깨달음을 주네요. "
"447","메이","7","캐리 삘 나는 작품. 개연성은 떨어져도 공포영화 매니아라면 볼 만함. "
"448","다만 악에서 구하소서","10","진짜 이정재보면 자꾸 지드레곤 생각났음ㅋㅋ개인적으로 재밌게봄  지루하지도 않고 "
"449","강철비2: 정상회담","4","어처구니없는스토리곽도원은 멋있었음 "
"450","교회오빠","10",""
"451","교회오빠","10",""
"452","애니멀 크래커","1","아... 너무 재미없었어요.. 같이 간 모두 ...잤어요....이건 뭔가요 ...너무해요 ... "
"453","반도","8","이것이 K-매드맥스다 Jane 이후로는 없던 일로 쳐준다 "
"454","다만 악에서 구하소서","8","연기력 미쳤다 스토리 몰입도 시간 가는줄 모르고 봄 "
"455","다만 악에서 구하소서","10","레이 등장씬부터bb 또 보고싶다 "
"456","반도","10",""
"457","가버나움","10","나보다 더 어른같은 12살 아이의, 현실을 사는 이야기. "
"458","다만 악에서 구하소서","7","진부한 클리쉐를 한국판 느와르로 소화시킨 볼만했던 액션물 한마디로 재미짐 "
"459","강철비2: 정상회담","10","1편보다도 더 재미있었어요. "
"460","반도","8","기대 안 하고 본 영화인데, 그래서 그런지 생각보단 재밌었어요. 다만 스토리와 연기력 그리고 영상미는 괜찮았는데 연출이 너무 아쉬웠고, 억지로 껴 넣은 신파도 보는데 거슬렸어요. "
"461","반도","1","하..진짜 수준개떨어지네.. "
"462","반도","2","강동원잘생겼다그외 희대의망작 "
"463","반도","5","""JANE이 우릴 구하러 올거야""                                 연감독 노린건가... 무리수 같은데... "
"464","강철비2: 정상회담","2","영화 보면서 쓴다 진짜 개 노잼이다 "
"465","강철비2: 정상회담","10",""
"466","다만 악에서 구하소서","8","액션신 리얼한 영상미 잘 그려낸듯개인적으론 황정민 배우 무거운 연기보단 베테랑이나신세계같은 가벼운듯한 액션이 더 잘 어울리는듯 "
"467","다만 악에서 구하소서","10","다시 보고 싶은 영화! 이정재 황정민 박정민의 연기력이 진심 최고였습니다 "
"468","다만 악에서 구하소서","8","배우들의 연기가 인상적이네요 볼만한 영화 입니다 "
"469","B급 며느리","2","완전 미친 며느리네요모르는 어른한테도 그렇게는 안 할 것같아요 "
"470","다만 악에서 구하소서","8","오늘봤는데 나는 왜 자꾸 아저씨가 생각나는지 ㅎㅎㅎ잘 만든 영화입니다. 시간순삭영화~추천합니다 "
"471","소리꾼","2","* 뻔한 내용~ 영화평 좀 성의있게 써라, 박푱시기는 밥은 먹고 다니냐?ㅋㅋㅋ "
"472","다만 악에서 구하소서","10",""
"473","날씨의 아이","8","도시...빌딩...여름...비...구름...싱그러운 초록색...낯선 두 사람(가출 소년과 비밀스러운 소녀)의 운명같은 만남과 사랑...역시 신카이 마코토 감독님 스타일의 정교하고 싱그러운 그림체... "
"474","미드나잇 인 파리","10",""
"475","알리타: 배틀 엔젤","6","0세이하만 보시길 추천. 12세 관람가라더니 진짜 딱 어린이용으로 제작했나 생각했음. "
"476","목소리의 형태","1","이건 뭐 재미도 없고 감동도 없고 아무것도 없고... 기분만 나쁘고... 무슨 말을 하고 싶른 건지도 모르겠고... 걍 처음부터 끝까지 나에게 똥만 줌 그리고 괴롭히는게 의외로 수위가 높아서 초반부터 기분 팍 더러워짐 그래서 뒤로 갈수록 무슨 내용이 나오든 짜증난다는 생각밖에 안 들어서 그런걸수도 잇을듯?? 아무튼 진짜 보지마라 이거 재밋다는 새끼들 다 총으로 쏴죽여버리고 싶을 정도로 짜증나고 기분나쁘고 그냥 진짜 짜증남 영화가 제발 보지마 "
"477","다만 악에서 구하소서","8","배우들연기가 대박이다  애매한스토리와개연성부족한영화를 배우들이살렸다  특히 박정민!! 최고다 "
"478","반도","10","너무 재밌었어요ㅜㅜ 다들 연기도 잘하시고 짱짱 "
"479","강철비2: 정상회담","10","해군으로서 너무 재밌게봤음 "
"480","다만 악에서 구하소서","4","한국판 익스트렉션. 하지만 익스트렉션에 비해 긴장감도 액션도 질이 떨어진다. 한국 영화 치고 괜찮은 액션이란 건 슬픈 현실. "
"481","다만 악에서 구하소서","4","한국판 익스트렉션. 하지만 익스트렉션에 비해 긴장감도 액션도 질이 떨어진다. 한국 영화 치고 괜찮은 액션이란 건 슬픈 현실. "
"482","정도","1","* 되게 유치하고 재미없네~ 가수 헨리가 중국인? 박푱시기는 밥은 먹고 다니냐?ㅋㅋㅋ "
"483","강철비2: 정상회담","6","넘 판타지느낌? 재밌긴했는데 별로 와닿지 않는 내용이네요ㅠㅠ그냥저냥 재밌었어요 "
"484","장난스런 키스","4","왕대륙 얼굴만 아니었으면 1점이다 장즈수 OOO아 "
"485","내 사랑","10","최고입니다 ㅠㅠ 꼭보세요!! "
"486","다만 악에서 구하소서","10","와..진짜 역대급영화... "
"487","모노노케 히메","10","뒤에 쫌 잔인한데 스토리 내용은 정말 감동적이에요 꼭 봐보세요! "
"488","다만 악에서 구하소서","8","쉴새없이 몰아치는 영화. "
"489","#살아있다","8","나도 극중에 장비 하나쯤은 장만해야겠다는 생각하며 영화봤어요 "
"490","다만 악에서 구하소서","6","해외 로케라 제작비 절약해야됐었나? 차라리 청불로 잔인하게 만들지..연기력은 좋은데 스토리도,연출도 헛점이 많음.총격씬 어이없드만ㅋㅋ전쟁영환줄~주인공만 피해가는 총알이란ㅎㅎ박정민은 단연 최고였다!!! "
"491","다만 악에서 구하소서","6","해외 로케라 제작비 절약해야됐었나? 차라리 청불로 잔인하게 만들지..연기력은 좋은데 스토리도,연출도 헛점이 많음.총격씬 어이없드만ㅋㅋ전쟁영환줄~주인공만 피해가는 총알이란ㅎㅎ박정민은 단연 최고였다!!! "
"492","애니멀 크래커","6","어른이  보기에는  쫌  그런데요  감동은  있네요   초딩 고학년이 보기에는  아닌거 같아요  유치원생들  추천  합니다~^^ "
"493","다만 악에서 구하소서","6","박정민 연기만 기억에 남음 스토리 액션 평범 "
"494","말모이","10","재미없었다는 사람도 있지만 그시대를 생각하며 울컥울컥했음. "
"495","다만 악에서 구하소서","5","짧은 대사,화려한 몸빵액션!말보다 주먹~지루함은 없다.단순한 스토리에 실망은 말자.원빈과 리암리슨이 본다면 어?어디서 많이 본건데?이럴 수 도?남자라면 킬링타임정도는 될것같다. "
"496","다만 악에서 구하소서","2","다만 아기를 태국에서 구하소서 "
"497","반도","1","기대가 컸던가..기대한거 2배의 실망감이..스토리 완전 부실...개연성 부실..감독이 매드맥스의 액션을 하고 싶었던듯...그러나...인랑이 되버린 주인공...연기잘하는 배우분들을 이렇게밖에 못쓰나...이래서 연출과 스토리가 중요합니다. 연기잘하는 분들도 이런 상황에서는 연기발이 안서게 찍히네요..에휴...스토리도 연기도 연출도 그냥 반쪽의 반의반. 그래서 반도...기아 모하비의 튼튼함을 강조하고 싶었던 영화아닌 광고영상이라고하는게 맞을듯.. "
"498","오만","6","iptv에 있어서 보았는데너무 뻔한 내용이길래 후반부는 어떨가 싶어서 계속 보았고결과는 역시나 너무 뻔함.결과가 너무 뻔한만큼 내용도 너무 현실적이기에보면서 남주에게 짜증이 났다.내가 모르는 아름다운 해피엔딩은 없는 것일까?여주는 이뻣고, 남주는 현실적이지 않게 훈남인게 작은 흠이다.하긴 남주마저 찐따처럼 생겼으면 다큐멘터리라고 해야하지 않을까 싶다. "
"499","다만 악에서 구하소서","10","황정민의 연기력은 말할 것도 없고 이정재는 그냥 GD, 박정민의 재발견 "
"500","다만 악에서 구하소서","9","잘봤어요 재미있어요믿고 보는 연기파 배우님들 "
"501","강철비2: 정상회담","10","이런 평점테러는 무엇!? 원작이 웹툰입니다. 다들 한연기 하구요 현실인물들에 겹쳐집니다. 내용은 꽤나 현실성 있고 현재 한국의 위치에서 곱씹어 볼만한 내용이구요. 추천합니다.평점 테러에 대응하여 좀더 얹은 점수10점... "
"502","소년시절의 너","10","진짜 미쳤음 대박 사건 역대급 개인생영화,,, 진짜 넘 몰입해서 봤어요 ㅠㅠㅠ 주인공들 연기 넘 잘해요 짱임 꼭 보세요 "
"503","강철비2: 정상회담","10","정우성 잘생겼어요~~ 미국대통령 넘 재밌었음 "
"504","다만 악에서 구하소서","9","기대하고 봤는데 첨엔 뭔 내용인가 하다가 나중엔재밌더라구요 감동적이고 눈물도 훔치고 연기도 훌륭했습니다 "
"505","헌터 킬러","10","가슴이  웅장해진다 이건 걸작이다 그다지 흥행안한것같은데 꼭 봐야할 영화 "
"506","강철비2: 정상회담","1","이따위것도 영화라고 만들어놨냐 이젠 지겹지도않나 이런영화...보다가 토악질날뻔! 반일친북영화 그만 좀 해쳐먹어라 "
"507","다만 악에서 구하소서","10","황정민 배우분이 액션할때 슬로우 모션 걸리는데 그게 너무 멋졌어요!! 갓 15세 넘어간 분들한테는 좀 잔인할지도 모르겠어요ㅠㅠ "
"508","인베이젼 2020","1","이런 쓰레기를 수입해 와서 돈 벌려고? 근래 봤던 영화중에 최악이다. 영화보다기 토나올 뻔 한 적은 살면서 처음이다 진짜. "
"509","다만 악에서 구하소서","10","아주 잼나네요최근 영화중 히트네요 "
"510","다만 악에서 구하소서","10","재밌다재밌다재밌다재 "
"511","다만 악에서 구하소서","6","약간에 지루함이 동반되지만 그래도 볼만함 "
"512","다만 악에서 구하소서","10","배우들의 연기가 돋보였어요 "
"513","출국","10","북한이랑 평화타령하는 인권팔이들 싹 묶어서 북송시켜드리고싶은 영화에요 ? "
"514","다만 악에서 구하소서","10","본시리즈가 나올때마다 열광했었는데뛰어넘는 액션영화임시원하고 깔끔해서 간만에 행봌했음이게 영화지! "
"515","다만 악에서 구하소서","2","진짜 더러운 영화임 게이 나오고더러워서 중간에나옴.그냥 연기만잘함 내용이쓰레기임 "
"516","다만 악에서 구하소서","10","<다만악> 장르가 범죄 액션영화 인데 액션만 재밌으면 된거지~굳이 여기서 개연성이랑 스토리를 왜 찾는건지??^^이해가 안된다는!! 그렇게 따져서 영화볼거면 스토리 완성도 높은 그런 영화를 찾아서 보세요 ㅎㅎㅎ 괜히 쓸때없이 평점들 낮게 주지말구요. "
"517","#살아있다","2","우선 2점을 준 이유~~^내가 딱 두번 놀라서 2점 줍니다~~아인이 옆집 산악인 집에서 1번 놀람 ㅋ이런게 좀비영화라서 2번 놀람 ㅋ좀비물이면 적어도 실감나는 연기 주변환경등등 이건 너무 현실감 제로 ㅋ우째 도끼로 찍어도 피한방울 안묻어~~ㅋ여주 좀비를 그리죽여도 옷은 새옷 깨끗 ㅋ얼굴에 피한방울 안튀김 ㅋ로프로 반대편 한번 밀어서 건너감 대박 ㅋ 마지막이 관건 헬기에서 총으로 난사 죽은 좀비 바닥에 거이 없음 ㅋ 걍 보지마세요. 진라면 너구리 짜파구리 석수만 기억에 남는 영화 ㅋ "
"518","다만 악에서 구하소서","10","정말 연기력 인정 짱~!!!! "
"519","다만 악에서 구하소서","10",""
"520","타이타닉","10",""
"521","강철비2: 정상회담","8","평화통일이 뭐길래 ㅠㅠ "
"522","다만 악에서 구하소서","10","이정재와 황정민의 연기 액션에 몰입감 최고입니다.스토리 살짝 빈약한게 아쉽네요 ㅠㅠㅠ "
"523","반도","10","다들 재미없다길래 봤는데 전 진심 배우분들 연기 잘 하고 내용도 좋던데요..? 아 강동원님 너무 멋져요..ㅜㅜ "
"524","강철비2: 정상회담","10","연기파들이 많고, 북한측 인사 설정이 딱 맘에 드네요 "
"525","조커","8","주인공의 연기가 살아있다. 메세지가 있는 영화다. "
"526","다만 악에서 구하소서","9","라이트하게보면 10점 ㅎㅎ딥하게보면 9점 ㅎㅎ 러닝타임때문 "
"527","빅샤크3: 젤리몬스터 대소동","1","제목이 빅샤크인데 상어한번나옴 상어 별짓안함 "
"528","감쪽같은 그녀","9","진부한이야기 어색한사투리근데 난 펑펑울며 봤다ㅠ아 괜히봐서  눈땡땡붓고 너무 울어 머리가아프다ㅠ 아역중 사투리연기는 우람이가 짱 "
"529","다만 악에서 구하소서","5","스토리예상하고 보면 100%그 스토리연기는 최고 "
"530","다만 악에서 구하소서","6","액션물과 배우분들을 좋아해서 봤는데요.. 15세 치고 좀 많이 잔인했던 것 같아요 좀 리얼하게 베고 자르고 하는 장면이 많아서 중간중간 눈감고 봤네요. 그거 빼곤 액션씬 좋았어요. 그리고 스토리가 약간? 좀 빈약한 것도 좀 있네요. 아 배우분들 연기 다 잘하시는데 특히 박정민님이 제일 인상깊었네요. "
"531","다만 악에서 구하소서","6","액션씬은 좋았지만 스토리가 뻔하디 뻔함 "
"532","강철비2: 정상회담","1","판타지 영화 잘봤습니다. "
"533","트루스 오어 데어","8","OCN에서 방영해주길래 생각없이 보기 시작했는데 흡입력에 놀랬다. 정말 집중해서 빠져들게 만드는 신박한 스토리. 결말도 허무한 해피엔딩일 줄 알았는데 의외의 결말이라서 놀람. 미국스러운 공포영화- 나는 네가 지난 여름에 한일을 알고 있다 또는 데스티네이션 과 비슷한 느낌! "
"534","드래곤볼 Z : 부활의 F","1","작붕도 심하고 연출도 허접하고 설정도 마구파괴 기존 올드팬 바보만든 애니메이션. 역대 극장판중 가장 화질은 좋지만 가장 작화는 허접함. 전투씬은 거의 실망의 연속이네. "
"535","강철비2: 정상회담","10",""
"536","강철비2: 정상회담","6","실제 있었으면 하는 바램이 있는 영화였지만 그닥 눈길을 끌지는 못하네요~ 임팩트가 약간 부족.... "
"537","다만 악에서 구하소서","10","액션씬은 어떤영화보다 뒤쳐지지않았고 연기또한 최고임.. "
"538","다만 악에서 구하소서","10","최강얙션.최강연기.스토리는 단순하지만 역시.. "
"539","엑시트","10","손에땀을쥐고봤읍니다. "
"540","다만 악에서 구하소서","2",""
"541","먼 훗날 우리","10","두 사람이 헤어진 것 보다 서로만 바라봤던 순수함을 잃게 만든 현실이 안타까웠다. 징첸이 변해가는 모습과 원인들을 실제 겪고 있을 사람이 생각보다 현실에 많을거고 나도 같은 감정을 경험한적이 있는 것 같아서 보는 내내 눈물이 멈추지 않았다. 연기 연출 스토리 삼박자가 너무 좋은 명작이지만 거기서 오는 과몰입에 너무 힘들어서 다신 못볼 것 같은 영화. "
"542","글래스 죠","2","스토리 자체는 괜찮았던거 같은데 스토리 안에 내용이 전반적으로 부실함. 너무 많은걸 담으려고 했던게 실수임. 전개속도가 6g수준으로 흘러감. "
"543","다만 악에서 구하소서","8","역시 두배우의 연기는 두말하면 잔소리!근데 이거 휴먼영화임? 엄청 울었음...ㅜㅜ기대이상! "
"544","지푸라기라도 잡고 싶은 짐승들","2","영화 발로 만들었냐? ㅋㅋㅋ 진짜  개 노잼 "
"545","크롤","7","엑스텐션 P2 힐스아이 피라냐의 감독. 믿고 보는데 아직 여전했다. 여주가 아빠 발견하고 바로 911 전화했으면 이 사단까지는 안났을텐데 아쉽고, 악어들이 카야 한테만 살짝 무는 것도 개연성이 떨어지지만, 그래도 영화 전체적으로 긴장감 좋았다 "
"546","서울역","6","연상호식 메세지 "
"547","다만 악에서 구하소서","10","일단 지드레곤 닮은(?)이정재씨가 넘 멋있어요. ㅋㅋ황정민씨도 인터넷에 뜬 어릴적 사진을 보고 보니 넘 잘생기고 멋있다라는 생각이 들더라구요. 박정민씨는 그 역할이 넘 잘 소화하셔서... 감탄이 나오더라구요. ‘그것만이 내 세상’ 영화보고 정말 대단하다 생각했는데... 역시b전... 개인적으로 스토리도 좋았어요. 의미도 있었고요. 영화 ‘테이큰’ 이 생각나긴 했지만... 그래서 더 좋았어요. 비교도 되고... 부성애에 대해서도 생각하게 되고. 처음 시작할때의 의미는 망각되고 목표만을 향해서 폭주하는 레이는 마치 성과주의적인 세태를 보여 주는 것 같았고요. 결국 두 종류의 악은 자멸하고 순수한 아이와 선의의 행동을 한 비주류인 사람이 낙원을 누리게 되는...다만 개인적으론 박명훈씨의 연기가 좀 어색하게 느껴지긴 했어요. 재밌었어요~ "
"548","터미네이터: 미래전쟁의 시작","5","이상하게 한국에서만 수작이라고 평가받는 망작 재평가를 해서 조금 좋아졌지 망작인건 다름없다 "
"549","다만 악에서 구하소서","10","심장이쫄깃~~! 수출해도 흥행할거같아요 왠만한 헐리우드액션영화보다 훨씬잼있어요 "
"550","다만 악에서 구하소서","6","음.... 지금볼영화중엔 젤나은듯 근데 평점9점대는 절대아니고 한 7.5정도 영화 보면앎 "
"551","고백","10","세상 아이러니한게 악을 악으로 갚아선 안된다면서 그 악의 장본인들의 교화를 위해 돈들여 시설짓고 먹이고 재우고. . 그리곤 증거 불충분. ..마지막 대사처럼 모든 복수를 장난이라고 치부해야 할 정도로 현실에선 일어날 수 없는. . 해서는 안될 또다른 악으로 평가되고. . 분노하다가도 슬퍼지는 영화였다. "
"552","유열의 음악앨범","10","김고은님과 정해인님의 연기가 정말 최고였습니다! "
"553","다만 악에서 구하소서","6","익스트렉션 생각이 자꾸나고.... 넷플릭스 영화가 더 잼나고.... 이정재님은 자꾸 총알이 두개가 박혔다는 톤으로 얘기하시니 웃음만 ㅜ.ㅜ그냥 그래요 "
"554","이터널 선샤인","10","예전엔 지루해서 보다가 잠들었는데.. 다시 보니 정말 명작이다. 밑바닥까지 다 보이고 상처 준 사람일지라도 한때는 너무 아름다웠기에.. 그 기억까지 잊어야 한다는 건 너무 잔인한 일이다. "
"555","다만 악에서 구하소서","10","액션을 위한 영화네요 굿굿 "
"556","팬데믹","2","아오재미없어!진짜 진짜 할말을 잃게 만드는 영화 내머릿속이 팬데믹왔다. "
"557","살인의 추억","10",""
"558","열혈형사","10","재미있네요. 화이팅!!! "
"559","다만 악에서 구하소서","10","오랜만에 제대로 된 영화나온듯!! 강추! "
"560","다만 악에서 구하소서","8","신세계를 상상하고 보면 안됨.. 그냥 보면 상당히 잘만든 영화.. 스토리가 진부하지만 연기력으로 덮음.. 신세계는 황정민이라면.. 이 영화는 이정재다.. 박정민 왤캐 잘어울리냐... "
"561","다만 악에서 구하소서","10","온갖 악이 혼재되어 있어요. "
"562","다만 악에서 구하소서","10","이번에 개봉한 영화중에 제일 재미있었음,스토리는 약간 뻔한데 긴장감있고 배우들이 연기도 너무 잘해서 흥미진진했음 특히 이정재 배우님 역할이 정말 찰떡 같아서 너무 멋있었음 "
"563","다만 악에서 구하소서","7","전체적인 스토리에서 테이큰의 향기가 "
"564","엔더스 게임","6","우리가 흔히 말하는 사람 죽여놓고 미안하다면 다야? 인 영화 "
"565","변산","10",""
"566","다만 악에서 구하소서","9","이정재는 마치 빅뱅 지디보는줄..박정민 연기 압권 "
"567","피아니스트","10","일제강점기 영화보는것보다 더 불편했어요내가 과몰입한건지 영화를 잘 만든건지...아무튼 최고ㅠ "
"568","강철비2: 정상회담","8","국뽕은 생각보다 심하지 않았고, 약간 의아한 웃음코드 연출이 있었습니다만, 잠수함 액션 하나만으로 만족스러운 영화였습니다. "
"569","다만 악에서 구하소서","6","배우님들이 이 영화를 살린거같아요 연기에 감탄하고 스토리에 실망 했어요 ~스토리가 조금 알차면 더 재밌지 않을까 싶네요 요즘 나오는 영화들이 재미없어서 너무 기대한 탓일까요 "
"570","다만 악에서 구하소서","10","이정재 연기력 다시봤음 "
